p_PerfTitleClean,e_EventId
Iphigenia Or The Victim,1
Irene Or The Fair Greek,1
Jephtha,1
Jehu,1
Jealous Husband Deceivd,1
Jane Shore With The Comical Humours Of Sir Anthony Noodle And His Man Waspe,1
Jane Shore With The Comical And Diverting Humours Of Sir Anthony Noodle And His Man Weazle,1
Jane Shore Containing The Death Of King Edward Iv The Penance Of Jane Shore And Her Miserable Fall Under Richard The Protector,1
Italian Jealousy or French Gallantry With the Tavern Bilkers,1
It consisted of Pyramids  of all manner of Sweetmeats the most generous Wines Burgundy Champaign and was usherd in by a Prologue Mrs Younger written by Mr Tickel under Secretary to Mr Addison and concluded by an Epilogue Mr Wilks written by himself which was very merry and free with his own Character after which a large Table that was in th  Area of the Consort House was taken away to make Room for the Company to Dance Country Dances,1
It Should Have Come Sooner Being The Historick Tragic Comic Humours Of Exchange Alley,1
Issipile,1
Israel In Egypt Messiah Grand Selection 0,1
Israel In Babylon Or The Force Of Truth,1
Isabelle Fille Capitaine et Arlequin Sergeant ou Colombine Fille Savante With the Scene of the Professor of Love,1
Isaac,1
Irish Hospitality Or Virtue Rewarded,1
In which will be introducd the Rural Assembly,1
In the course of the Evening at end of mainpiece Thespian Magazine July 1793 p,1
In the course of the Evening As17990430 End IV 1st piece The Funeral Procession of Juliet Dirge  Vocal Parts as17981008 but Hill  Gray Miss Waters Mrs Atkins Miss  Leserve Miss  Gray,1
In the Play will be introducdThe Coronation,1
In II A Comic Rural Ballad called The Country Revels,1
In II 1st piece Hark,1
In II 1st piece Come come my good Shepherds  and trio Get you hence,1
In I a Grand Masquerade  the Minuet de la Cour and Allemande Byrn Mlle St,1
In I Sweet Bird from LAllegro Il Penseroso by Handel Mrs Billington accompanied on the flute W,1
In I Sweet Bird as17890126,1
In I Grand Masquerade  with the Minuet de la Cour and Allemande as17950921,1
In I Desnoyer to the Overture of Flavia,1
In I As17950921,1
In I 1st piece Duet as17980418 In course Evening Black Eyd Susan Admiral Benbow Old Towler Incledon Four and Twenty Fidlers Munden a new Song Yard Arm  Yard Arm Being a description of the memorable Engagement between the French Ship LHercule and the British Ship the Mars off the Bec du Raz 21 Apr,1
In Hes Aye Kissing Me as17780428,1
In Grand Dance as17781102 but  Henry Grimaldi Master Mills Miss Grimaldi,1
In Flora Wrestling Dance Lanyon Newhouse Entracte French Peasant de St,1
In Fete Champetre,1
In Evening a Hunting Song Old Towler Incledon 2nd piece Weve bade the restless seas adieu  O why to be happy as17960412 Here we laugh and work together  With pride we steerd for Englands coast as17960412 When love was a stranger as17960412 Hearts of Oak Incledon Chorus,1
In IV Masque of Singing and Dancing,1
In Afterpiece The Reprizal,1
In IV a song composed by Linley,1
In The Blue Bell of Scotland as18000512 accompanied on the Lute as18000512 In course Evening Crazy Jane Mrs Bland In 3rd piece a new ballad The Fisherman and the River Queen Written and Composed by M,1
In the Masquerade Scene a Minuet by Mlle  Theodore and Nivelon End of Act I Le Triomphe de lAmour Conjugal as17820110 End of Act II a new Ballet composed by Noverre La Rosihe de Salency by Gardel Mlle Baccelli Nivelon Mlle Theodore Leger Henry Bournonville Olivier Miss Simonet Sga Crespi ,1
In course Evening a new Sea Ballad composed for his Royal Highness the Prince of Wales Tomorrow or the Mars Capt,1
In course Evening The Tobacco Box or The Soldiers Farewell,1
In course Entertainment Old Towler Incledon Black Eyd Susan Incledon Incidental to 3rd piece Mr OBlarneys Description of London Including his Remarks on St,1
In afterpiece a Dance Roffey Whitmell Wells Male Garman W,1
In afterpiece Sweet Echo Mrs Ambrose 1st time accompanied on the hautboy W,1
In a Fete Champetre,1
In V a Dirge set to music by Shield,1
In V a Dirge as17980917,1
In V a Dirge  set to Music by Shield the Words from Shakespeare see17931009,1
In V a Dirge  set to Music by Shield,1
In V Double Jealousy,1
In To thee O gentle sleep,1
In The Spanish Fandango Byrn Mlle St,1
In The Savoyard Jackson Mlle St,1
In Rural Grace as17771002,1
III The Prussian Camp,1
III The Provenzales Mas,1
III The Merry Sailors as17680920 End A Minuet Fishar Mrs Bulkley,1
II A New Double Hornpipe Mas,1
II A New Comic Dance calld The May Day Frolic,1
II A New Ballet calld The Statue Animated,1
II A Hornpipe Miss Pitt End The Knife Grinders as17631012,1
II A Grand Pantomime Dance The Savoyard Travellers,1
II A Grand Ballet Le Baillet de Fleur,1
II A New Grand Historical Dance of Warriors calld Boadicea Queen of Britain,1
II A Double Hornpipe Mas,1
I a Dance of Cupids  IV a Dance of Daemons  V Grand Dance Grand Ballet sic as17781102 End I afterpiece Minuet de la Cour as17780919 and Allemande as17780919,1
I Would you taste the Noontide Air,1
I Viaggiatori Felici Or The Happy Travellers,1
I Venetian Gondolier and Courtezan by Denoyer Mlle Anne Roland c,1
I Tre Gobbi Rivali,1
I The Sheep Shearers as17640308 but  Grimaldi Lauchery II The Shepherdesses as17640113 End Opera A Dance as17640301 but  Grimaldi Tassoni,1
I a new song Sga Giuliani II a new song Marchesi By particular desire the favourite duet in The Deserter i,1
II A New Grand Turkish Dance composed by Froment in which Mrs Sutton will dance the character of a Sultana IV By Particular Desire,1
II A New Tambourine Dance third time Mas,1
II A New Tambourine Mas,1
II French Peasant by Malter,1
II Fingalian Dance as17730929 Double Hornpipe as17730929,1
II English Maggot by Villeneuve and Mrs Walter,1
II Drunken Peasant Miles III Les Charboniers as17521028,1
II Dr Cookes Glee Hark,1
II Double Jealousy as17360327but Mrs Villeneuve replaces Miss Brett ,1
II Dance Oates III Minuet and Louvre Froment Madem,1
II Comic Dance Miss Rogers,1
II Chi nacque alle pene Lusingo piu Cara  IV As17480213 Miss Faulkner,1
II By Particular Desire a Minuet Gallini Sga Manesiere III A Dance The Judgment of Paris Gallini Miss Wilford Miss Pitt Miss Valois Mas,1
II By Particular Desire a Minuet Fishar Sga Manesiere III A Hornpipe Miss Capon  first time I A Serious and Comic Dance ,1
II Boadicea Queen of Britain,1
II As17480213 IV Go Rose My Chloes bosom Grace Tis Liberty dear Liberty Miss Faulkner,1
II A new Scots Dance Haughton Mrs Walter Vallois Rector Mrs Pelling Miss Brett IV The Flanderkins as17371107,1
II A Single Dance by Mlle Salle,1
I The Sheep Shearers as17640308 II The Shepherdesses as17640113 End Opera Dance as17640301,1
I The Sheep Shearers Lauchery Miss Baker II The Faggot Binders as17640224 End Opera A Dance as17640319,1
I The Merry Sailors as17680920,1
I The Knife Grinders as17631012 II The Sicilian Peasants as17631005,1
I Overture of Ptolomy by Mr Handel  Songs,1
I Overture in Artaxerxes  Favourite Cantata from Anacreon set by Sterling Goodwin A,1
I Overture by Carbonell  Cantata by Arrigoni Arrigoni Concerto by St,1
I New Serious Ballet Helm Mlle Sophie with an Adagio Mlle Heinel Grand Chaconne Mlle Heinel II Diane et Endymion as17760312 End Opera Le Triomphe de la Magie with several alterations and improvements Fierville Helm Sga Tinti Mlle Sophie Mlle Heinel,1
I New Serious Ballet Fierville Mlle Baccelli II La Fete du Village as17760224 End Opera La Generosite as17760109,1
I New Pastoral Ballet as17741119 Pas Deux is omitted II Grand Ballet Silvie ou les Nymphes de Diane S,1
I New Pastoral Ballet as17741119 Pas Deux as17741119 II Silvie as17741203 End Opera La Bal Masquer Lany M and Mme Valouis Mlle Bacelli with a Pas Deux Henery Mlle Sophie,1
I New Grand Chaconne Miss Baccelli Pas de Deux Mlle Sophie Helm II La Fete du Village as17760224 III A Grand Serious Ballet with various Divertissements Helm Mlle Sophie Fierville Miss Baccelli,1
I New Dance calld The Sheep Shearers Grimaldi Miss Baker II The Faggot Binders as17640224 End Opera A Dance as17640224,1
I New Dance as17730206 II A New Comic Dance Mas,1
I New Dance The German Smith  End The English Sailor at Marseilles as17650809 New Hornpipe Mas,1
I New Dance Mas,1
I New Comic Dance as17681210,1
I New Comic Ballet,1
I New Ballet Grand Chaconne Mlle Bacelli II Silvie as17741203 End Opera La Bal Masquer as17741213,1
I Overture out of Ptolomy  Songs Dico su questa sponda  Svenalo traditor  Sonata by Corelli  Songs Ombre piante  Sgombra dall Anima  Solo for German Flute L,1
II Grand Dance of Warriors by Castiglione with Flag Dance by Demar new from Paris,1
I Peasant Dance as17480506 III Hornpipe Shawford V Comic Dance as17480506,1
I Pirhame et Thisbe as17741108 but  Lany Mlle  Bacelli II A New Pastoral Ballet Lany Mlle Bacelli With a Pas Deux Asselin Mlle Sophie Louille,1
I The Hunters as17640224 The Faggot Binders as17640224 End Opera A Dance as17640224,1
I The Humours of the NewMarket Races as17760503,1
I The Garland as17671214 II The Irish Lilt as17670921,1
I The Fingalian Dance Double Hornpipe Mas,1
I The Enchanted Garden,1
I The Dutchman as17650719 End The English Sailor at Marseilles Mas,1
I The Drunken Peasant,1
I The Carpenter Mas,1
I Tambourine Master Gillier a Boy of Six and Scholar of Muilment his first appearance on the stage,1
I Solo on French Horn celebrated M,1
I Sing all ye Muses composd by the late Mr H,1
I Shepherd by Young Weeks,1
I Serious Ballet Grand Chaconne S,1
I Serious Ballet Fierville Mlle Bacelli II Les Evenemens Imprevues M N,1
I Saraband Miss Scott Minuet Miss Scott II Comic Dance Miss Scotts Sister III The Flanderkins Master Ferg Miss Wright two of the Lilliputians,1
I Pellegrini,1
II Grand Triumphal Entry and Vocal Parts Entry of Alexander into Babylon as17990409,1
II Hark,1
II Judgment of Paris,1
III La Chacone des Characters,1
III Hunting Song Ray IV Song in The Fair Penitent  Words by Mr Congreve Musick by Mr J,1
III Fingalian Dance as17730929 Double Hornpipe as17730929 IV The Irish Lilt Aldridge Miss Twist,1
III Epithalamium,1
III Drunken Peasant Phillips IV Flanderkins Master Ferg Miss Wright V Scots Dance as17371110,1
III Drunken Peasant Philips V Scots Dance as17371110,1
III Double Jealousy,1
III Double Hornpipe as17670427 End By Desire New Pantomime Ballet5th time Mas,1
III Comic Dance as17690926,1
III Comic Dance as17480506 V Pastoral Dance as17480326,1
III A Serious Dance Miss Capon 3rd time as17670427 IV Double Hornpipe as17670427,1
III A Scotch Dance Mas,1
III A New Tambourineby Desire Mas,1
III A New Tambourine by Desire Mas,1
III A New Dance Langrish Miss Besford as17730426 IV Hornpipe Miss Stede as17730522,1
III La Follette s,1
III A New Comic Dance as17671021 IV The Merry Sailors as17671009,1
III Minuets and Cotillions Dumay Miss Armstrong Merrifield Miss Ross Harris Miss Mathews Mr and Mrs Holloway End The Humours of the NewMarket Races as17760503 and for Minuets and Cotillions see17750526,1
III New Pantomime Ballet4th time Mas,1
III The Knife Grinders as17631012 End The Cudgelld Husband as17631101,1
III The Judgment of Paris,1
III The Irish Lilt as17731110,1
III The Garland as17671214,1
III The Fingalian Dance as17730929 Double Hornpipe as17730929 IV A Dance Aldridge Miss Capon,1
III The Fingalian Dance as17730929 Double Hornpipe as17730929,1
III The Enchanted Garden,1
III The Drunken Peasant,1
III Tambourine as17671010 IV The Merry Sailors as17671009,1
III Tambourine as17671010 IV A New Comic Dance Aldridge Sga Manesiere,1
III Tambourine Master Blurton as17670427 IV The Merry Sailors as17671009,1
III See17671009,1
III Savoyard Travellers,1
III Peasant Dance Mas,1
III New Pantomime Balletthird time Mas,1
III New Dance as17730206,1
Jephtha Alexanders Feast And The Coronation Anthems,1
III A New Comic Dance Aldridge Miss Capon see17731023   After Epilogue The Frolick as17740416,1
III A Hornpipe Miller scholar to Fishar IV A New Dance Langrish Miss Besford as17730426,1
II The Corsican Sailors Fishar Miss Twist Mas,1
II Teagues Rambles to London,1
II Tambourine Anne Auretti III Comic Dance as17480506 V Dutch Dance as17471128,1
II Singing in English E,1
II Savoyard Travellers,1
II Pierrots de Vallois J,1
II Pierrot and Pierrate de Vallois J,1
II Peasant Dance Jer,1
II New Dance as17730206,1
II New Dance Calld The Academy  in which will be introduced the New Court Minuet Rigadoon never performd before Mas,1
II Music Linley Pastoral Interlude of Singing and Dancing  Vocal Parts Gaudry DuBellamy Miss Field Miss Collett,1
II Masquerade in which Hark,1
II Masquerade Scene with Dancing Burton Henry Mrs Marklew End III Rural Grace as17771002,1
II Le Triomphe DEuthime sur Le Genie de Liba,1
II La Nuvoletta an Italian Ballad,1
II The Drunken Peasant as17650429 IV a Hornpipe Miss Pitt End A Grand Pantomime Ballet calld La Femme Maitresse as17641004,1
III A New Comic Dance  as17671021,1
II The Enchanted Garden,1
II The Frolick as17740416,1
III A Dance as17731014,1
III A Comic Ballet called Double Jealousy,1
II the Grand Truimphal Entry of Alexander into Babylon,1
II Wooden Shoe Master Malter two Miss Foulcades III Dutch Sailor Mas,1
II Tis Wine was made to rule the Day Aspey who never appeard on any Stage before,1
II The Wapping Landlady as17690408,1
II The Prussian Camp an Entertainment,1
II The Piero Mas,1
II The Knife Grinders as17631012 End The Calabrian Peasants as17631222,1
II The Kilkenny by Glover and Mrs Laguerre,1
II The Irish Lilt as17731005 End Opera The Corsican Sailors Punch House Fishar Miss Twist,1
II The Irish Lilt  as17731005 but Miss  Twist Miss Valois End New Dance as17731021,1
II The Humours of the NewMarket Races as17760503 End The Merry Sailors as17760314,1
II The Humours of the NewMarket Races as17760503,1
II The Garland,1
II The Faggot Binders as17640224 End Opera A Dance as17640224,1
Massaniello Or A Fisherman A Prince,1
Jephtha Prodigal Son,1
Jepthas Rash Vow Or The Virgin Sacrificd,1
Love A LA Mode,1
Lottery,1
Lotharius,1
Londons Joy Or The Lord Mayors Show,1
Londons Glory Or The Lord Mayors Show,1
Lo Spirito Folletto Or The Hobgoblin By Argentina,1
Love And Duty,1
Lo Soirito Foletto Viz The Hobgoblin,1
Lisola Dissabitata,1
Lisola Disabitata Or The Desert Island,1
Lipermestra,1
Linnamorate Del Cicisbeo,1
Lilliput Mercury Harlequin,1
Like To Like Or A Match Well Made,1
Live Lumber Or Unburied Dead,1
Love And Duty Or The Distressd Bride,1
Love And Folly,1
Love And Honour,1
Love In The Dark Or The Man Of Busness,1
Love In A Wood Or St Jamess Park,1
Love In A Wood Or St,1
Love In A Wood,1
Love In A Veil,1
Love In A Riddle,1
Love In A Forest,1
Love For Money Or The Boarding school,1
Love Betrayed Or The Agreeable Disappointment,1
Love At First Sight,1
Love At A Loss Or Most Votes Carry It,1
Love And Revenge Or The Vintner Outwitted,1
Love And Money Or The Fair Caledonian,1
Love And Madness,1
Love And Jealousy Or The Downfall Of Alexander The Great,1
Like To Like,1
Like Father Like Son Or The Mistaken Brothers,1
Liberty Hall or The Test of Good Fellowship,1
Liberty Asserted Or French Perfidy Displayed,1
Lembaras Des Richesses,1
Lectures On English Oratory,1
Lecture On Mimicry,1
Le Triomphe de Themis,1
Le Tourdy,1
Le Tartuffe Ou Limposteur,1
Le Pazzie Dorlando,1
Le Nozze del Tamigi e Bellona,1
Le Nozze dei Contadini Spagnuoli,1
Le Mar1age Force ou Les Fourberies dArlequin  de Scaramouch,1
Le Malade Imaginaire Or The Mother in law,1
Le Maitre Etourdi,1
Le Joueur Or The Gamester,1
Le Furbarie Per Vendetta Or Brighellas Revenge Thwarted By Argentina With Divers Transformations Of Harlequin Viz,1
Le Festin De Pierre Ou Latthee Foudroye Or Don John Or The Libertine Destroyd,1
Lembarras De Richesses,1
Love In The East Or Adventures Of Twelve Hours,1
Lembarras Des Richesses,1
Les Bains De La Porte De St,1
Lheureux Nauffrage,1
Lethe or Esop in the Shades,1
Lethe or Aesop in the Shades,1
Lethe or AEsop in the Shades,1
Lethe and Jumpedo,1
Les Precieuses Ridicules,1
Les Precieuse Redicul,1
Les Fourberies Darlequin Ou Letourdye,1
Les Eaux de Merlin,1
Les Deux Soeurs as17760229 Ballet Pastoral as17760229 Pigmalion as17760307,1
Les Deux Soeurs as17760229 Ballet Pastoral as17760229 Pigmalion as17760213 with the dancer N,1
Les Deux Soeurs as17760224 La Fete du Village as17760224 Pigmalion as17760307,1
Les Deux Soeurs as17760224 La Fete du Village as17760224 End Opera La Generosite de Scipion as17760213,1
Les Deux Soeurs as17760206 End II Les Evenemens Imprevues  A Divertissement as17760206,1
Les Deux Darlequin,1
Les Amans Reunis,1
Le Dragon De Moscovy,1
Love Makes A Man The Fops Fortune,1
Love The Cause And Cure Of Grief Or The Innocent Murderer,1
Mainpiece Vocal Parts Kelly Dignum Sedgwick Danby Mrs Edwards Miss Hagley Mrs Crouch III a Chorus of Furies  V the Masque of Neptune and Amphitrite,1
Mainpiece Vocal Parts Kelly Dignum Sedgwick Danby Fawcett Wilson Maddocks Alfred Lyons Miss Romanzini Mrs Edwards Mrs Fox Miss Barnes Miss Stageldoir Mrs Shaw Mrs Butler Mrs Crouch III Chorus of Furies  V the Masque of Neptune and Amphitrite,1
Mainpiece Vocal Parts Dignum Danby Danby Jun,1
Maid Of Honour,1
Mahomet The Impostor,1
Mahomet The Imposter,1
Mainpiece Vocal Parts by Dignum Sedgwick Caulfield Cooke Lyons Dorion Sen,1
Mahomet And Irene,1
Mago and Dago or Harlequin the Hero,1
Madrigal and Trulletta,1
Madam Fickle,1
Mad Tom Of Bedlam Or The Distressd Lovers With The Comical Humours Of squire Numscul,1
Mad Heutte being the second time of her appearing on the English Stage to which will be added a Grand Scots Ballad Query Ballet,1
